Geneid	SRR085471	SRR085473	SRR085474	SRR087416	SRR085725	SRR085726
LYPD5	149	26	210	122	160	113
ZNF283	91	26	86	60	133	63
ZNF404	32	9	32	55	54	53
LOC100505715	17	10	37	25	40	23
ZNF45-AS1	12	3	9	9	20	13
ZNF45	58	18	73	40	112	49
ZNF221	87	40	109	141	184	114
ZNF155	37	17	30	36	27	21
ZNF230-DT	3	2	2	4	9	5
ZNF230	23	7	26	34	61	43
ZNF222-DT	0	0	0	0	0	0
ZNF222	31	6	26	24	36	25
ZNF223	60	3	73	30	67	41
ZNF284	49	15	49	56	49	38
ZNF224	68	22	50	105	93	82
ZNF225-AS1	15	2	16	14	29	15
ZNF225	58	21	45	44	61	49
ZNF234	73	24	75	56	78	59
ZNF226	229	83	289	205	367	186
ZNF227	131	43	126	109	138	121
LOC124904726	5	6	12	18	5	6
ZNF233	59	25	54	50	46	53
ZNF235	42	9	37	34	47	46
ZNF112	59	30	45	57	88	56
ZNF285	41	28	41	50	47	53
ZNF229	58	18	55	11	51	19
ZNF180	66	5	44	38	72	26
CEACAM20	0	0	0	0	0	0
CEACAM22P	0	3	0	0	0	0
IGSF23	0	3	1	0	0	0
PVR	386	114	452	362	355	314
MIR4531	0	0	0	0	0	0
CEACAM19	41	79	52	196	61	178
LOC107985306	0	0	0	2	1	0
CEACAM16-AS1	7	11	5	5	3	5
CEACAM16	0	0	0	0	0	2
BCL3	42	103	41	108	70	155
MIR8085	0	0	0	0	0	0
CBLC	1	0	0	1	0	0
BCAM	373	496	273	246	267	306
NECTIN2	228	189	184	163	172	220
TOMM40	233	109	292	206	200	253
APOE	7594	2979	4725	2765	4287	4240
APOC1	140	24	67	98	67	99
APOC1P1	1	1	2	1	1	1
APOC4	0	0	0	0	0	0
APOC4-APOC2	0	0	2	0	0	0
APOC2	0	0	0	0	0	0
CLPTM1	2722	618	2589	1547	1841	2050
RELB	46	40	44	31	32	32
CLASRP	322	379	376	607	424	776
ZNF296	11	36	11	12	21	22
GEMIN7	49	30	61	65	36	66
GEMIN7-AS1	2	0	5	8	1	1
PPP1R37	790	409	902	654	700	970
NKPD1	18	6	27	26	27	19
LOC105372420	1	2	2	1	2	0
TRAPPC6A	104	82	136	57	78	80
BLOC1S3	154	83	137	153	116	157
EXOC3L2	0	3	0	2	1	0
MARK4	868	220	912	552	751	798
CKM	4	2	8	21	4	5
KLC3	2	1	1	9	0	6
ERCC2	391	156	427	216	250	286
PPP1R13L	59	64	55	40	57	76
POLR1G	27	11	35	32	26	33
ERCC1	447	169	433	342	348	329
MIR6088	0	0	0	0	0	0
FOSB	216	15	208	64	76	77
TRU-TCA1-1	1	2	0	0	0	0
RTN2	595	218	754	542	418	658
PPM1N	8	19	6	20	10	32
LOC107985314	2	2	1	2	2	3
VASP	106	151	77	101	102	191
LOC107985315	0	0	2	2	1	2
OPA3	251	85	312	177	202	153
GPR4	30	141	32	196	119	247
EML2	946	645	1246	816	769	1325
MIR330	1	1	1	1	3	5
EML2-AS1	5	2	1	12	3	6
GIPR	27	136	40	166	30	162
MIR642A	0	1	0	1	0	0
MIR642B	0	0	0	0	0	0
SNRPD2	618	342	622	625	469	766
QPCTL	134	32	136	66	93	86
FBXO46	123	75	121	119	94	139
MEIOSIN	0	0	0	1	0	1
SIX5	33	60	29	31	22	51
DM1-AS	0	0	1	0	2	1
DMPK	529	629	478	789	594	975
DMWD	952	261	914	486	599	605
RSPH6A	1	0	0	1	0	0
SYMPK	899	370	1077	788	897	1046
FOXA3	0	1	0	2	0	1
IRF2BP1	397	198	475	326	389	519
MYPOP	352	137	373	367	232	405
NANOS2	1	1	1	5	1	7
NOVA2	1451	461	1729	1295	1060	1461
CCDC61	71	64	71	52	67	51
MIR769	1	0	1	1	1	0
PGLYRP1	9	2	8	4	4	2
LOC105372421	12	7	14	13	10	5
IGFL4	41	15	33	40	26	67
IGFL2	30	12	32	30	33	24
IGFL3	0	0	0	0	0	0
LOC105372424	2	1	0	3	3	2
IGFL2-AS1	0	0	0	0	0	0
LOC93429	0	0	0	0	2	0
IGFL1	0	0	0	1	0	1
LOC124904728	0	0	0	0	0	0
HIF3A	301	617	255	237	238	301
PPP5C	911	170	950	458	671	662
LOC105372426	39	5	37	26	64	22
CCDC8	33	16	31	25	32	17
PNMA8C	638	104	815	391	535	457
PNMA8A	2230	175	2386	1316	1761	1478
PNMA8B	2377	470	3135	1673	1629	1964
PPP5D1P	11	0	8	5	6	2
CALM3	18623	1428	20581	11630	10958	13489
LOC124904729	17	2	16	19	19	17
PTGIR	2	2	4	6	8	4
GNG8	55	63	64	99	39	113
DACT3	979	295	952	686	488	871
DACT3-AS1	8	4	4	9	3	5
PRKD2	130	149	166	129	83	147
MIR320E	1	0	0	2	0	0
LOC107987269	1	0	1	4	2	1
STRN4	1211	421	1236	738	712	922
FKRP	246	86	339	174	178	196
SLC1A5	36	35	33	34	52	40
SNAR-E	0	0	0	0	0	0
AP2S1	1089	526	1152	1032	717	1288
LOC124904791	8	3	9	12	8	20
ARHGAP35	2578	935	3030	1685	2077	2433
NPAS1	108	52	100	62	46	57
TMEM160	308	218	234	256	156	290
ZC3H4	427	219	508	362	505	398
SAE1	931	224	931	510	591	603
LOC124904730	6	3	3	14	0	3
BBC3	50	52	57	46	70	92
MIR3190	0	0	0	0	0	0
MIR3191	0	0	0	0	0	0
LOC124904731	2	3	0	2	2	3
CCDC9	194	219	265	266	177	396
INAFM1	0	0	0	0	0	0
C5AR1	18	2	36	56	29	36
C5AR2	24	4	18	12	10	11
DHX34	199	139	187	405	226	485
MEIS3	713	173	559	426	262	501
SLC8A2	2792	343	3196	1591	2810	1827
KPTN	129	81	124	137	123	190
NAPA-AS1	8	6	3	1	10	4
NAPA	2306	680	2527	1729	2078	1959
ZNF541	10	6	19	17	15	13
BICRA-AS2	1	7	6	5	1	6
BICRA	225	105	200	262	230	326
EHD2	418	231	382	349	362	425
LOC124904733	0	0	1	2	1	1
NOP53	464	478	536	489	545	729
SNORD23	2	0	0	1	1	1
NOP53-AS1	2	2	4	10	1	7
SELENOW	4091	2075	3602	4132	2616	4421
TPRX1	0	0	0	0	0	0
CRX	0	1	0	0	0	0
TPRX2	0	0	0	0	0	0
LINC01595	0	0	0	0	0	0
SULT2A1	0	0	0	0	0	0
SNAR-A12	0	0	0	0	0	0
SNAR-C5	0	0	0	0	0	0
SNAR-A1	0	0	0	0	0	0
SNAR-A3	0	0	0	0	0	0
SNAR-C2	0	0	0	0	0	0
SNAR-A2	0	0	0	0	0	0
SNAR-C4	0	0	0	0	0	0
SNAR-A13	0	0	0	0	0	0
SNAR-C3	0	0	0	0	0	0
SNAR-C1	0	0	0	0	0	0
BSPH1	0	0	0	0	1	0
ELSPBP1	0	0	0	0	0	0
CABP5	1	0	1	0	1	0
PLA2G4C	471	167	427	336	370	304
PLA2G4C-AS1	3	0	3	2	1	2
LIG1	208	81	165	134	190	155
LOC107985293	0	0	0	0	1	0
ZSWIM9	331	610	495	518	284	955
CARD8	133	67	117	103	143	130
LOC124904734	1	0	0	0	0	0
CARD8-AS1	0	0	4	4	3	6
ZNF114-AS1	0	0	0	0	0	0
ZNF114	2	3	5	5	10	1
ODAD1	11	17	18	12	15	18
LOC124904735	3	1	2	2	3	3
EMP3	53	148	59	86	67	141
TMEM143	99	55	101	67	66	93
SYNGR4	8	0	3	0	9	2
KDELR1	568	178	560	356	469	406
GRIN2D	142	29	117	96	91	81
GRWD1	204	73	190	176	196	223
KCNJ14	55	18	29	35	21	39
LOC105372430	2	1	1	2	3	1
CYTH2	714	251	821	611	510	743
LMTK3	1214	588	1292	1015	951	1214
SULT2B1	7	3	4	6	9	9
FAM83E	2	0	0	1	2	6
SPACA4	1	0	1	0	0	0
RPL18	1618	1411	1629	1963	1654	2620
SPHK2	468	182	534	345	406	459
DBP	580	109	536	312	445	393
CA11	3815	2738	4172	3035	2521	4006
SEC1P	9	1	7	11	15	4
NTN5	32	10	24	32	24	48
LOC105372431	12	0	5	5	12	7
FUT2	15	8	9	17	29	12
LOC105447645	4	2	12	13	8	1
MAMSTR	52	22	58	40	54	42
RASIP1	158	160	122	162	101	194
LOC124904737	5	1	3	3	3	4
IZUMO1	6	7	3	5	7	2
FUT1	75	32	68	87	100	86
FGF21	0	0	0	0	1	0
BCAT2	124	162	155	208	177	259
LOC105372432	11	22	19	30	28	23
HSD17B14	138	147	126	102	113	133
PLEKHA4	34	72	33	175	37	238
PPP1R15A	481	168	364	393	378	489
TULP2	10	9	7	10	6	12
NUCB1	1983	717	2049	1363	1598	1627
NUCB1-AS1	0	0	0	3	0	1
DHDH	23	3	18	22	15	16
BAX	120	98	128	179	117	237
FTL	4634	2642	3971	6171	3298	7331
GYS1	347	112	352	309	389	279
RUVBL2	799	277	854	674	644	842
MIR6798	0	0	0	0	0	0
LHB	3	0	0	3	1	3
SAXO3	0	0	0	0	0	1
LOC124904738	0	0	0	3	1	2
CGB3	0	0	0	2	0	0
SNAR-G2	0	0	0	0	0	0
CGB2	0	0	0	0	0	0
CGB1	0	0	0	0	0	0
SNAR-G1	0	0	0	0	0	0
CGB5	0	0	0	0	0	0
CGB8	0	0	0	0	0	0
CGB7	1	0	0	0	0	1
NTF4	0	0	1	0	0	0
KCNA7	0	0	0	1	0	1
SNRNP70	1514	2276	1496	2078	1885	3269
LIN7B	239	105	196	178	136	241
C19orf73	6	9	6	18	14	18
PPFIA3	1335	522	1558	1058	1211	1235
HRC	23	10	34	22	24	22
TRPM4	140	67	115	74	114	62
LOC107985340	1	0	0	4	0	2
SLC6A16	12	5	8	14	11	8
MIR4324	0	0	1	0	0	0
CD37	78	46	73	41	66	76
TEAD2	29	88	32	35	35	69
DKKL1	0	1	0	1	0	0
LOC101928295	6	1	4	6	7	7
KASH5	0	0	3	0	32	0
LOC124904740	0	0	0	0	0	0
PTH2	0	1	0	0	2	0
GFY	2	6	7	3	8	11
SLC17A7	13137	1047	13372	7088	7245	8318
PIH1D1	440	214	475	328	336	412
ALDH16A1	122	105	127	143	112	169
FLT3LG	30	34	20	45	15	56
RPL13A	963	460	918	936	901	1051
SNORD32A	3	1	3	3	2	7
SNORD33	0	2	1	0	1	3
SNORD34	2	0	2	0	0	1
SNORD35A	3	2	2	0	0	2
RPS11	2332	1846	2291	2984	2261	3481
SNORD35B	2	5	2	2	0	4
MIR150	0	0	0	0	0	0
FCGRT	288	222	258	159	191	212
RCN3	67	50	74	52	54	74
NOSIP	369	282	425	426	308	503
PRRG2	2	5	2	8	6	6
PRR12	821	227	873	626	929	795
RRAS	113	167	107	103	80	130
SCAF1	1608	638	1777	1243	1209	1842
IRF3	228	286	303	423	269	506
BCL2L12	11	20	18	20	12	30
PRMT1	899	264	873	613	790	819
MIR5088	0	0	0	1	0	0
ADM5	18	9	12	7	11	19
CPT1C	931	356	943	771	688	758
TSKS	0	0	1	0	4	0
LOC105372434	2	0	0	1	1	0
AP2A1	2239	274	2263	1046	1770	1309
MIR6799	0	0	0	0	0	0
LOC124904742	2	0	3	2	3	5
FUZ	233	158	256	191	208	234
LOC105372435	4	10	10	9	8	3
MED25	346	238	369	396	425	428
MIR6800	0	0	0	0	0	0
PTOV1-AS1	0	3	0	0	0	1
PTOV1	1335	996	1246	1711	1123	2057
MIR4749	0	0	0	0	0	0
PTOV1-AS2	65	84	69	196	152	242
PNKP	199	108	174	121	139	175
AKT1S1	375	275	363	387	306	497
TBC1D17	550	425	553	521	518	670
LOC124904743	21	16	20	23	26	21
MIR4750	0	0	0	0	0	0
IL4I1	2	3	3	20	6	15
NUP62	399	133	403	351	422	414
ATF5	111	93	160	152	107	224
MIR4751	0	0	0	0	0	0
SIGLEC11	1	1	1	2	1	7
LOC124904802	0	0	0	0	0	0
LOC124904745	0	0	0	2	0	3
SIGLEC16	4	7	3	21	7	15
VRK3	302	88	319	201	256	215
ZNF473	93	19	100	83	102	83
LOC124904744	9	7	12	21	11	17
ZNF473CR	6	3	6	4	8	2
SNAR-A4	0	0	0	0	0	0
SNAR-A14	0	0	0	0	0	0
SNAR-A5	0	0	0	0	0	0
SNAR-A6	0	0	0	0	0	0
SNAR-A7	0	0	0	0	0	0
SNAR-A8	0	0	0	0	0	0
SNAR-A9	0	0	0	0	0	0
SNAR-A10	0	0	0	0	0	0
SNAR-A11	0	0	0	0	0	0
SNAR-B1	0	0	0	0	0	0
LOC105372436	4	0	3	3	3	1
SNAR-B2	0	0	0	0	0	0
SNAR-D	0	0	0	0	0	0
IZUMO2	0	0	1	0	0	1
LOC124904746	0	0	0	0	0	0
MYH14	937	792	1091	835	1147	890
KCNC3	893	242	1141	683	1239	580
LOC105372437	3	2	4	4	2	4
NAPSB	12	14	15	77	33	85
NAPSA	9	8	6	9	4	19
NR1H2	684	430	799	597	657	853
POLD1	105	80	89	108	108	152
SPIB	1	0	0	0	0	1
MYBPC2	13	3	18	9	9	3
GARIN5A	71	15	78	38	56	41
EMC10	1236	665	1395	827	935	1163
MYREM	0	0	0	0	0	0
JOSD2	254	205	236	222	177	303
LOC124904747	13	1	9	8	5	7
ASPDH	253	225	314	281	190	313
LRRC4B	2575	1418	2868	2303	1974	2604
SNAR-F	0	1	0	0	0	0
SYT3	459	61	506	267	357	310
C19orf81	9	14	6	20	11	24
SHANK1	3725	549	4455	3322	3191	3348
CLEC11A	72	67	69	72	57	92
GPR32	0	0	0	0	0	0
SMIM47	1	0	1	0	1	0
LOC105372439	2	0	5	5	3	0
ACP4	2	1	1	4	1	1
C19orf48P	140	55	137	53	76	55
SNORD88B	0	0	0	0	0	0
SNORD88A	0	0	0	0	1	0
SNORD88C	1	0	0	0	0	0
TMEM277P	9	2	8	5	5	4
KLK1	0	0	1	0	0	0
KLK15	0	1	0	1	1	0
LOC105372441	1	0	0	0	0	0
KLK3	0	0	0	0	0	0
KLK2	0	0	0	2	1	1
KLKP1	0	0	0	0	1	0
KLK4	1	0	0	1	0	2
PPIAP59	0	0	1	0	3	0
KLK5	34	0	56	9	5	8
LOC105372442	3	1	1	3	0	2
KLK6	947	194	1134	731	729	905
KLK7	203	12	246	124	106	133
KLK8	1	0	0	0	2	0
KLK9	0	1	1	0	0	2
KLK10	23	4	13	8	23	5
KLK11	3	0	0	0	1	0
KLK12	0	0	0	0	0	0
KLK13	0	0	0	1	1	0
KLK14	7	11	4	37	8	26
CTU1	35	41	41	71	35	80
SIGLEC9	9	4	6	17	17	19
LOC124904749	0	0	0	0	0	0
SIGLEC7	0	1	2	2	2	4
LOC101928517	1	0	1	0	3	3
SIGLEC17P	0	0	0	0	1	0
LOC107985327	0	0	0	0	0	0
MIR8074	0	1	0	0	0	0
LOC124904751	0	0	0	0	0	0
CD33	10	4	17	4	6	2
SIGLECL1	0	0	0	0	0	0
LINC01872	0	0	0	0	0	0
LOC107985326	0	0	0	0	0	0
IGLON5	283	107	273	261	451	176
VSIG10L	47	12	47	51	40	52
VSIG10L-AS1	0	0	1	1	0	0
ETFB	858	466	874	613	568	843
CLDND2	19	24	16	18	18	22
NKG7	0	4	1	0	1	0
LOC124904752	1	0	0	0	0	0
LIM2	0	0	0	0	0	0
LIM2-AS1	0	0	0	0	0	0
C19orf84	1	1	1	2	3	1
SIGLEC10	49	10	43	29	36	36
SIGLEC10-AS1	1	0	1	0	0	0
SIGLEC8	65	6	71	15	23	26
CEACAM18	0	0	0	0	0	0
SIGLEC12	4	0	2	0	0	0
SIGLEC6	2	0	0	0	0	0
ZNF175	147	57	155	125	169	114
LINC01530	7	6	10	7	11	9
SIGLEC5	3	5	6	8	5	6
LOC124904753	1	0	0	0	0	0
SIGLEC14	8	7	12	13	14	7
LOC124904796	0	0	0	0	0	0
SPACA6	85	250	121	226	120	301
SPACA6-AS1	2	0	1	3	2	0
MIR99B	1	2	0	0	0	0
MIRLET7E	0	0	0	0	0	0
MIR125A	0	0	0	0	0	0
HAS1	58	8	72	38	43	51
LOC124904754	2	0	2	0	0	0
FPR1	27	4	32	46	72	69
FPR2	1	0	0	1	3	0
LOC105372448	0	0	0	0	0	0
FPR3	2	0	3	10	1	17
ZNF577	107	79	109	183	154	221
ZNF649-AS1	0	0	2	0	1	1
ZNF649	34	5	47	45	84	56
ZNF613	37	13	30	42	32	32
ZNF350-AS1	6	3	7	10	15	4
ZNF350	57	25	58	68	78	76
ZNF615	80	31	81	103	142	117
LOC124904755	3	3	7	3	4	3
ZNF614	95	5	84	98	132	83
LOC112268244	9	2	8	10	8	8
ZNF432	81	37	85	82	144	67
ZNF841	91	28	102	99	148	108
ZNF616	40	18	51	34	54	52
ZNF836	60	11	67	56	69	56
PPP2R1A	6079	1787	6138	3574	4993	3880
MIR6801	0	0	0	0	0	0
LOC105372449	1	0	1	1	0	0
LOC124904763	1	3	2	2	1	2
ZNF766	66	37	56	102	78	85
MIR643	0	0	0	0	0	0
ZNF480	44	34	38	63	52	70
ZNF610	38	8	52	50	41	56
ZNF880	54	15	47	55	99	45
ZNF528-AS1	10	14	11	19	12	9
ZNF528	116	35	105	85	148	131
ZNF534	29	6	28	17	32	11
ZNF578	15	8	21	13	19	19
ZNF808	133	54	151	149	156	153
ZNF701	32	17	40	37	47	33
ZNF137P	0	0	0	0	0	0
ZNF83	175	94	214	258	426	237
LOC122539214	9	1	11	13	28	7
ZNF611	68	11	98	30	67	32
LOC124904760	12	8	19	13	15	13
LOC105372452	0	0	0	0	0	0
ZNF600	13	9	7	13	54	8
ZNF28	78	31	76	75	131	74
ZNF468	25	5	35	24	58	22
ZNF320	158	70	210	159	182	138
ZNF888	13	7	11	15	18	19
ZNF888-AS1	0	0	0	0	1	0
ZNF816-ZNF321P	0	0	0	0	0	0
ZNF321P	0	0	1	0	0	0
LOC124904761	0	1	3	0	3	1
ZNF816	9	3	8	15	27	16
ZNF702P	25	1	28	22	127	16
LOC105372453	0	0	0	0	0	0
LOC124904758	2	0	0	2	2	0
ERVV-1	1	0	2	1	1	0
ERVV-2	0	0	0	0	0	1
LOC124904762	2	4	1	3	2	4
ZNF160	227	65	282	160	307	184
ZNF415	190	40	222	183	217	199
ZNF347	114	22	132	69	157	53
ZNF665	12	6	14	10	18	12
LOC124904792	1	1	5	2	3	3
ZNF818P	24	8	33	25	31	22
ZNF677	59	11	60	39	87	29
VN1R2	0	0	0	0	1	0
VN1R4	0	0	0	0	0	0
FAM90A27P	0	0	0	0	0	0
BIRC8	0	0	0	0	0	0
LOC107987270	0	0	0	0	0	0
ZNF845	36	10	18	40	43	38
ZNF525	28	12	26	33	47	16
ZNF765-ZNF761	0	0	0	0	0	0
ZNF765	20	8	18	15	23	26
TPM3P9	36	21	30	29	44	37
ZNF761	0	2	2	1	1	2
ZNF813	11	9	15	26	13	18
ZNF331	335	66	350	284	397	305
LOC284379	0	1	0	0	1	0
DPRX	0	0	0	1	0	0
LOC107985342	0	0	1	0	0	0
MIR512-1	0	0	0	0	0	0
MIR512-2	0	0	0	0	0	0
MIR1323	0	0	0	0	0	0
MIR498	0	0	0	0	0	0
MIR520E	0	0	0	0	0	0
MIR515-1	0	0	0	0	0	0
MIR519E	0	0	0	0	0	0
MIR520F	0	0	0	0	0	0
MIR515-2	0	0	0	0	0	0
MIR519C	0	0	0	0	0	0
MIR1283-1	0	0	0	0	0	0
MIR520A	0	0	0	0	0	0
MIR526B	0	0	0	0	0	0
MIR519B	0	0	0	0	0	0
MIR525	0	0	0	0	0	0
MIR523	0	0	0	0	0	0
MIR518F	0	0	0	0	0	0
LOC107985346	0	0	0	0	0	0
MIR520B	0	0	0	0	0	0
MIR518B	0	0	0	0	0	0
MIR526A1	0	0	0	0	0	0
MIR520C	0	0	0	0	0	0
MIR518C	0	0	0	0	0	0
MIR524	0	0	0	0	0	0
MIR517A	0	0	0	0	0	0
MIR519D	0	0	0	0	0	0
MIR521-2	0	0	0	0	0	0
MIR520D	0	0	0	0	0	0
MIR517B	0	0	0	0	0	0
MIR520G	0	0	0	0	0	0
MIR516B2	0	0	0	0	0	0
MIR526A2	0	0	0	0	0	0
MIR518E	0	0	0	0	0	0
MIR518A1	0	0	0	0	0	0
MIR518D	0	0	0	0	0	0
MIR516B1	0	0	0	0	0	0
LOC124904765	0	1	0	0	0	0
MIR518A2	0	0	0	0	0	0
MIR517C	0	0	0	0	0	0
MIR520H	0	0	0	0	0	0
MIR521-1	0	0	0	0	0	0
MIR522	0	0	0	0	0	0
MIR519A1	0	0	0	0	0	0
MIR527	0	0	0	0	0	0
LOC124904766	0	0	1	0	0	0
MIR516A1	0	0	0	0	0	0
MIR1283-2	0	0	0	0	0	0
MIR516A2	0	0	0	0	0	0
MIR519A2	0	0	0	0	0	0
LOC124904767	0	0	0	0	0	0
MIR371A	0	0	0	0	0	0
MIR371B	0	0	0	0	0	0
MIR372	0	0	0	0	0	0
MIR373	0	0	0	0	0	0
NLRP12	0	0	3	0	0	0
MYADM-AS1	1	2	5	1	1	2
MYADM	949	128	1065	640	603	812
PRKCG	2481	206	2009	1249	1289	1394
CACNG7	1263	466	1396	1133	1089	1377
CACNG8	2023	943	2662	2281	1203	2123
MIR935	0	0	0	0	0	0
CACNG6	0	7	6	6	1	4
VSTM1	0	0	0	0	0	0
TARM1	0	0	0	0	0	0
OSCAR	0	0	0	2	0	1
NDUFA3	0	0	0	0	1	0
TFPT	0	0	0	0	0	0
PRPF31	0	0	0	0	0	1
PRPF31-AS1	0	0	0	0	0	0
CNOT3	5	0	6	7	5	7
LOC102724273	0	0	0	0	0	0
LENG1	0	0	0	0	0	0
TMC4	0	0	0	0	0	0
MBOAT7	0	7	0	0	2	0
TSEN34	0	0	0	0	0	0
RPS9	1	0	0	0	0	0
LILRB3	0	0	0	0	0	0
LOC124904768	0	0	0	0	0	0
LOC107985279	0	0	0	0	0	0
LILRA6	0	0	0	0	0	0
LOC107987463	0	0	0	0	0	0
LILRB5	0	0	1	0	0	0
LILRB2	0	0	0	0	0	0
MIR4752	0	0	0	0	0	0
LILRA5	0	0	0	0	0	0
LILRA4	0	0	0	0	0	0
LAIR1	1	0	0	1	0	0
TTYH1	0	0	0	0	0	0
LOC124904770	0	0	0	0	0	0
LENG8-AS1	0	0	0	0	0	0
LENG8	0	0	0	0	0	0
LENG9	0	0	0	0	0	0
CDC42EP5	0	0	0	0	0	0
LAIR2	0	0	0	0	0	0
LOC105372460	0	0	0	0	0	0
KIR3DX1	0	0	0	0	0	0
LOC105372461	0	0	0	0	0	0
LOC107985347	0	0	0	0	0	0
LILRA2	0	0	0	0	0	0
LILRA1	0	0	0	0	0	0
LILRB1	0	0	0	0	0	0
MIR8061	0	0	0	0	0	0
LILRB4	0	0	0	0	0	0
LILRP2	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0
KIR2DL3	0	0	0	0	0	0
LOC101928804	0	0	0	0	0	0
KIR2DL1	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0
KIR3DL1	0	0	0	0	0	0
KIR2DS4	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0
FCAR	0	0	0	0	0	0
NCR1	0	0	0	0	0	0
NLRP7	0	0	0	0	0	0
NLRP2	0	0	0	0	0	0
GP6-AS1	0	0	0	0	0	0
GP6	1	0	0	0	0	0
RDH13	0	0	0	0	0	0
EPS8L1	2	7	2	7	4	6
PPP1R12C	1519	785	1581	1101	1172	1391
MIR7975	0	0	0	0	0	0
TNNT1	130	59	72	47	34	58
TNNI3	7	2	13	9	0	3
DNAAF3	1	2	1	1	5	4
DNAAF3-AS1	0	0	0	1	0	0
LOC124904795	0	0	0	0	0	0
SYT5	1773	317	1969	1178	772	1347
PTPRH	77	11	52	52	48	44
LOC124904771	11	1	9	9	8	6
TMEM86B	46	53	30	60	42	52
PPP6R1	1717	746	1836	1345	1122	1736
MIR6804	0	0	0	0	0	0
MIR6802	0	0	0	0	0	0
MIR6803	0	0	0	0	0	0
HSPBP1	938	354	899	638	483	837
BRSK1	3300	1750	3826	2970	2530	3834
TMEM150B	9	8	8	11	7	15
KMT5C	70	81	62	141	100	172
COX6B2	1	3	2	1	0	1
GARIN5B	0	0	0	0	1	1
IL11	7	5	9	7	12	9
TMEM190	0	2	0	1	4	0
TMEM238	3	4	2	1	4	4
RPL28	1873	1257	1830	2409	1521	2840
MIR6805	0	0	0	0	0	0
UBE2S	37	20	28	22	21	37
SNORD157	1	1	0	0	1	1
LOC105372462	5	1	2	6	3	1
SHISA7	1201	361	1077	750	636	903
ISOC2	287	117	327	303	237	418
C19orf85	0	0	0	0	1	0
ZNF628	70	36	72	57	48	55
NAT14	447	406	518	413	334	545
SSC5D	52	40	50	63	57	57
SBK2	0	0	2	3	5	0
SBK3	0	2	0	0	1	1
ZNF579	122	149	97	177	158	225
FIZ1	245	317	283	395	226	449
ZNF524	62	151	82	108	71	149
ZNF865	284	175	262	287	271	330
ZNF784	57	36	69	56	49	50
ZNF581	57	44	60	82	74	92
LOC107983998	54	25	56	63	51	41
ZNF580	350	411	334	294	287	330
CCDC106	496	254	521	304	362	428
U2AF2	1049	413	1201	967	1007	1481
EPN1	2579	1240	2769	2058	1994	2671
NLRP9	0	1	0	3	1	0
LOC105372465	0	0	0	0	0	0
RFPL4A	0	0	0	0	0	0
RFPL4AL1	0	0	0	0	0	0
NLRP11	0	1	1	1	0	0
NLRP4	1	1	1	0	3	0
NLRP13	0	0	0	0	0	0
NLRP8	0	1	0	0	0	0
NLRP5	0	1	0	0	0	0
LINC01864	0	0	1	0	2	0
ZNF787	181	218	206	232	138	362
LOC124904773	3	7	1	11	4	11
LOC124904772	0	0	1	0	0	0
ZNF444	342	449	374	572	321	678
GALP	3	0	0	1	0	0
ZSCAN5B	0	1	1	0	0	1
ZSCAN5C	0	0	1	1	0	0
ZSCAN5A	12	11	17	25	12	16
LOC124904774	1	5	0	3	5	5
LOC124904775	2	1	0	1	0	0
LOC124900420	31	18	24	32	36	17
EDDM13	0	0	0	0	0	1
ZSCAN5A-AS1	1	1	1	0	1	0
LOC105372468	5	1	6	1	1	6
ZNF542P	230	23	245	128	245	140
ZNF582	46	8	40	31	55	43
ZNF582-DT	92	50	86	152	111	144
ZNF583	78	29	70	76	88	63
ZNF667	264	72	222	256	202	225
ZNF667-AS1	290	105	332	356	241	408
LOC105372471	0	1	0	2	3	1
LOC124904776	0	0	1	0	1	0
ZNF471	195	114	201	244	266	250
ZFP28-DT	5	3	8	2	5	7
ZFP28	145	49	188	125	175	149
ZNF470-DT	19	9	51	46	50	42
ZNF470	115	46	128	71	166	73
LOC124904777	16	21	11	21	17	26
ZNF71-SMIM17	0	0	0	0	0	0
ZNF71	99	40	133	71	109	91
SMIM17	0	0	0	0	0	0
ZNF835	111	17	102	60	99	78
LOC105372473	1	4	1	7	1	6
LOC105372472	4	2	1	5	1	2
ZIM2-AS1	18	7	18	18	19	23
ZIM2	4	1	5	0	8	1
PEG3	2205	524	2906	1433	2789	1385
PEG3-AS1	0	0	0	0	0	0
MIMT1	9	4	8	9	14	4
LOC124904779	1	0	2	0	0	1
LOC105372475	0	0	0	0	0	0
USP29	1	0	0	0	0	0
LOC124904804	0	0	0	0	0	0
ZIM3	0	1	0	0	0	0
DUXA	0	0	0	0	0	0
LOC124904780	0	0	1	2	2	0
ZNF264	321	62	344	213	343	231
AURKC	16	18	11	17	19	22
ZNF805	121	51	113	96	115	106
ZNF460-AS1	8	8	4	12	7	15
ZNF460	62	10	64	17	60	29
ZNF543	45	4	70	37	62	19
ZNF304	184	18	164	110	202	119
ZNF547	42	20	22	64	40	50
TRAPPC2B	24	5	36	25	28	22
ZNF548	115	17	101	57	101	64
ZNF17	61	11	87	49	53	36
ZNF749	61	5	71	60	52	44
VN1R1	40	19	44	57	57	33
ZNF772	83	6	84	35	114	57
ZNF419	113	34	77	96	85	117
ZNF773	38	9	60	27	68	25
ZNF549	83	12	86	57	68	52
